year,word,frequency
2003,እኔስ,20
2003,ወዳጄ,20
2003,ድል,20
2003,ልዩ,19
2003,ሞተ,19
2003,ይገኛል,19
2003,ለአንተ,18
2003,ማንም,18
2003,ምላስ,18
2003,ሥራ,18
2003,ሳይ,18
2003,ቋንቋ,18
2003,በዚህ,18
2003,ቢሰማ,18
2003,እጁ,18
2003,ክብሩ,18
2003,ይገርማል,18
2003,ምነው,17
2003,ቤት,17
2003,ውዴ,17
2004,ኢየሱስ,842
2004,እኔ,307
2004,እርሱ,133
2004,እግዚአብሄር,129
2004,ሃሌሉያ,128
2004,በላይ,117
2004,ሰው,84
2004,ምሥጋና,81
2004,አምላኬ,79
2004,ዛሬ,73
2004,ልቤ,61
2004,አንተን,60
2004,ሞት,59
2004,ቀን,58
2004,ቃል,58
2004,ሁሉን,56
2004,ክብር,55
2004,ሆነ,53
2004,ከፍ,53
2004,ምሥጋናዬ,52
2004,ዘለዓለም,52
2004,ታላቅ,51
2004,ጠላት,51
2004,እልፍ,49
2004,ፍቅር,48
2004,ምድር,47
2004,ደስ,47
2004,ሰማይ,45
2004,ህይወት,44
2004,ደስታ,44
2004,ነፍሴ,43
2004,ይሄ,43
2004,ከቶ,42
2004,አምላክ,41
2004,ማነ,40
2004,ሥም,40
2004,ብዙ,40
2004,እላለሁ,39
2004,ለአንተ,38
2004,አለ,38
2004,መድህኔ,37
2004,ገና,37
2004,ብሷል,36
2004,ክፉ,36
2004,ወይ,35
2004,ህይወቴ,34
2004,መልካም,34
2004,ሁልግዜ,33
2004,ተዋጊ,33
2004,ጌታን,33
2004,ሁሌ,32
2004,በል,32
2004,ተስፋ,32
2004,እፈር,32
2004,መች,31
2004,እወድሃለሁ,30
2004,ጊዜ,30
2004,ጠላቴ,30
2004,ፈቀቅ,30
2004,ፊቱ,29
2004,ተመስገን,28
2004,ያውቃል,28
2004,አለኝ,27
2004,እንዲ,27
2004,የት,27
2004,እይዛለሁ,26
2004,የለምና,26
2004,እኮ,25
2004,ውዴ,25
2004,ፊቴ,25
2004,ማንም,24
2004,አምልጥ,24
2004,ዝም,24
2004,ደግሜ,24
2004,ፍቅሩ,24
2004,ሆኖ,23
2004,ማታ,23
2004,አልፈራ,23
2004,እውነት,23
2004,ዓለም,23
2004,የለ,23
2004,ለኔ,22
2004,ምንም,22
2004,አሜን,22
2004,እስኪ,22
2004,ዘወትር,22
2004,ያው,22
2004,ደረሰ,22
2004,ፍጥረት,22
2004,ብርታት,21
2004,ታማኝ,21
2004,ታዲያ,21
2004,አንተው,21
2004,እኔስ,21
2004,ውለታ,21
2004,ይላል,21
2004,ልበል,20
2004,መቼ,20
2004,ቀና,20
2004,ቁጣ,20
2005,ኢየሱስ,1615
2005,እኔ,707
2005,እርሱ,349
2005,እግዚአብሄር,297
2005,በላይ,243
2005,ሰው,202
2005,ክብር,192
2005,አምላኬ,167
2005,አለ,147
2005,አንተን,140
2005,ዛሬ,138
2005,ልቤ,137
2005,አምላክ,135
2005,ማነ,131
2005,ፍቅር,118
2005,እኮ,111
2005,ጋር,107
2005,ሥም,103
2005,ገና,103
2005,ምድር,101
2005,ቀን,99
2005,አባት,96
2005,ብዙ,94
2005,ደስታ,84
2005,ነፍሴ,82
2005,አለኝ,80
2005,ሁሉን,79
2005,ህይወት,79
2005,ከሁሉ,79
2005,ዘለዓለም,78
2005,አዎ,76
2005,ሆነ,75
2005,እኔስ,74
2005,ለአንተ,70
2005,ሞት,70
2005,ዘላለም,68
2005,እጅግ,67
2005,ከፍ,64
2005,ይሄ,64
2005,ሰማይ,63
2005,አንድ,63
2005,እንዳንተ,63
2005,የአንተ,62
2005,ማውቀው,61
2005,ምህረቱ,61
2005,ዓለም,61
2005,ያው,61
2005,ጠላቴ,61
2005,ፊት,61
2005,ሌለ,60
2005,ሥራ,60
2005,ያለው,59
2005,ያደረገ,58
2005,ሙሉ,57
2005,ፍቅሩ,57
2005,ሁሉም,55
2005,መልካም,55
2005,እጄ,55
2005,ስሙ,54
2005,እስቲ,54
2005,ከለለኝ,54
2005,ውስጥ,54
2005,ህይወቴ,53
2005,ተመስገን,53
2005,ነገ,52
2005,ይብዛ,52
2005,ጊዜ,52
2005,ጨለማ,52
2005,ቃል,51
2005,ወይ,51
2005,ሃሌሉያ,50
2005,እውነት,50
2005,ልጅ,49
2005,ተስፋ,49
2005,እንዲ,49
2005,ይለኛል,49
2005,ጠላት,49
2005,ድንቅ,48
2005,እያለ,47
2005,ከንቱ,47
2005,ለኔ,46
2005,ላመስግነው,45
2005,አረገ,45
2005,ከቶ,45
2005,ልዩ,44
2005,ምሥጋና,44
2005,ውለታ,44
2005,ዘመኔ,44
2005,ንጉሥ,43
2005,እያየሁ,43
2005,ወዳጅ,43
2005,ይልቅ,43
2005,ጌታን,43
2005,ምድረ,42
2005,በዳ,42
2005,ቤት,42
2005,ድል,42
2005,ስም,41
2005,ውለታዬ,41
2005,ደስ,41
2006,ኢየሱስ,1357
2006,እኔ,572
2006,እግዚአብሄር,300
2006,እርሱ,249
2006,ልቤ,185
2006,ፍቅር,176
2006,ምሥጋና,169
2006,ዘለዓለም,165
2006,አለ,160
2006,አምላኬ,156
2006,ደግ,142
2006,ክብር,139
2006,በላይ,127
2006,ሰው,123
2006,አረገ,120
2006,አንተን,114
2006,መልካም,98
2006,ብዙ,89
2006,ይሄ,86
2006,ፊቱ,82
2006,ዛሬ,81
2006,ቀር,79
2006,ፊት,76
2006,ተባረክ,74
2006,አላማ,73
2006,ጋር,71
2006,ህይወት,69
2006,ሞት,66
2006,ፀጋ,64
2006,ቃል,63
2006,ለአንተ,62
2006,ምድር,62
2006,አምላክ,62
2006,ሆነ,60
2006,አያለሁ,55
2006,ገረመኝ,54
2006,ጊዜ,53
2006,ህይወቴ,51
2006,ሁሌ,50
2006,ምህረቱ,50
2006,በጐ,50
2006,ከፍ,50
2006,ይሄውና,50
2006,ደስታ,50
2006,ለጌታ,49
2006,ስማ,48
2006,ጋራ,48
2006,ቤት,47
2006,ፍቅሩ,47
2006,በለው,46
2006,ምህረት,45
2006,ሁሉን,44
2006,ማንም,44
2006,አለኝ,44
2006,እኮ,44
2006,ጉልበቴ,44
2006,ብርቱ,43
2006,ነፍሴ,43
2006,ድል,43
2006,ጠላቴ,43
2006,ልዩ,42
2006,በል,42
2006,አልፈልግም,42
2006,እንዲ,42
2006,እጅግ,42
2006,ከቶ,42
2006,እንኳ,41
2006,እኛ,41
2006,ይህን,41
2006,ማነ,40
2006,ሠማይ,40
2006,ትዝ,40
2006,አውቃለሁ,40
2006,አድርጐ,40
2006,እስቲ,40
2006,ዓለም,40
2006,ቀን,39
2006,እውነት,39
2006,ማንን,38
2006,ነውና,38
2006,የለኝ,38
2006,ይለኛል,38
2006,ድንቅ,38
2006,አየሁ,37
2006,ክበር,37
2006,ዝማሬ,37
2006,ያለው,37
2006,ገና,36
2006,ማለዳ,34
2006,ምንም,34
2006,ሥራ,34
2006,የአንተ,34
2006,ያለኝ,34
2006,ይመጣል,34
2006,ተስፋ,33
2006,እጅ,33
2006,ይገባ,33
2006,ሌለ,32
2006,ሌላው,32
2006,ኃይል,32
2007,ኢየሱስ,997
2007,እኔ,347
2007,አለ,218
2007,አለኝ,182
2007,እግዚአብሄር,174
2007,ቃል,150
2007,አምላክ,125
2007,እርሱ,123
2007,ክብር,99
2007,አምላኬ,97
2007,ዛሬ,89
2007,በላይ,87
2007,ሰው,86
2007,አሜን,84
2007,ምድር,81
2007,ልቤ,76
2007,እኮ,72
2007,ድል,72
2007,ሁሉን,68
2007,ማነ,68
2007,ጊዜ,58
2007,ፍቅር,57
2007,ሁሌ,54
2007,ጀግና,51
2007,ብዙ,50
2007,አንተን,48
2007,ይወራ,48
2007,ጠላቴ,48
2007,ሞት,47
2007,ፊት,47
2007,ነፍሴ,44
2007,ያለው,44
2007,ቀን,43
2007,ይላል,43
2007,ሁሉም,41
2007,ዕልልታ,41
2007,ለአንተ,40
2007,እረኛ,40
2007,የት,40
2007,ደስ,40
2007,ሆነ,39
2007,ማታ,38
2007,ሰማይ,38
2007,ጌታን,38
2007,ህይወቴ,37
2007,ይለኛል,36
2007,አባት,34
2007,አዲስ,33
2007,ገና,33
2007,አንዴ,32
2007,እዘምራለሁ,32
2007,ክንድ,32
2007,ቤት,31
2007,ዘመን,31
2007,ደግሞ,31
2007,ልበል,30
2007,መንፈስ,30
2007,እላለሁ,30
2007,እርሱማ,30
2007,ይሄ,30
2007,ቃሉ,29
2007,ትልቅ,29
2007,አያለሁ,29
2007,ያልፋል,29
2007,ይህን,29
2007,ሃሌሉያ,28
2007,ምህረት,28
2007,አንድ,28
2007,እኔስ,28
2007,ፀጋ,28
2007,ወይ,27
2007,ውለታ,27
2007,ከፍ,26
2007,መቼ,25
2007,ሥም,25
2007,እስቲ,25
2007,እንዲ,25
2007,ክብሩ,25
2007,ዘለዓለም,25
2007,ዝና,25
2007,ጋር,25
2007,ልዩ,24
2007,ሥራ,24
2007,ባለ,24
2007,እናመስግነው,24
2007,ውኃ,24
2007,ዓይኔ,24
2007,ይመለክ,24
2007,ድምጽ,24
2007,ፍቅሩ,24
2007,ሚታይ,23
2007,ስሙ,23
2007,ክፉ,23
2007,ሆኖ,22
2007,አንተማ,22
2007,እኛ,22
2007,ወንጌል,22
2007,ዓለም,22
2007,ጠባቂ,22
2007,ህይወት,21
2008,ኢየሱስ,987
2008,እኔ,472
2008,እግዚአብሄር,227
2008,ዛሬ,186
2008,እርሱ,181
2008,አምላኬ,161
2008,አለ,157
2008,ቃል,142
2008,ማነ,132
2008,ኃይል,122
2008,ልቤ,101
2008,ተስፋ,101
2008,አምላክ,100
2008,ጋራ,100
2008,ዘለዓለም,96
2008,ፍቅር,92
2008,አለኝ,90
2008,ከፍ,90
2008,ህይወት,85
2008,መልካም,84
2008,ምሥጋና,82
2008,ብዙ,76
2008,ዘምር,76
2008,ተራራ,69
2008,ደስ,67
2008,ግሩ,67
2008,ነጋ,64
2008,ክብር,64
2008,ያለው,63
2008,ቅዱስ,61
2008,ይኽው,60
2008,ምህረቱ,59
2008,ሰው,58
2008,ጋር,58
2008,ሰላም,54
2008,ሳቅ,54
2008,እራሴ,54
2008,ምድር,53
2008,ስራ,52
2008,ይመጣል,52
2008,አንተን,51
2008,ስገረም,50
2008,ኃይለኛ,50
2008,በላይ,49
2008,ወዳጅ,48
2008,ፊት,48
2008,ዘመኔ,46
2008,ሁሉን,45
2008,ታላቅ,45
2008,ስጠኝ,44
2008,ድንቅ,44
2008,ጉልበታም,44
2008,ፍቅሩ,44
2008,ሁልግዜ,43
2008,አንደኛ,42
2008,ላዬ,38
2008,ገና,38
2008,ገናና,38
2008,ይለኛል,37
2008,ድንገት,37
2008,ሌሊቱ,36
2008,አዲስ,36
2008,ከቶ,36
2008,የት,36
2008,ጊዜ,36
2008,ህይወቴ,34
2008,ቀን,34
2008,ታምር,34
2008,ሆነ,32
2008,ሞት,32
2008,ስለዚ,32
2008,ተነሳ,32
2008,አስፈልገዋለው,32
2008,አየሁ,32
2008,ህልሜ,30
2008,ማየቴ,30
2008,ምህረት,30
2008,ተስኖት,30
2008,ነህና,30
2008,ንጉሤ,30
2008,ንጉሥ,30
2008,አይቻለሁ,30
2008,እምነት,30
2008,እገባለሁ,30
2008,ያልከው,30
2008,ሆኖ,29
2008,ቤት,29
2008,ማደሪያ,28
2008,ምንድ,28
2008,ተቀምጦ,28
2008,ነፍሴ,28
2008,እሰጣለሁ,28
2008,ይሆናል,28
2008,ምንም,27
2008,ሰማይ,27
2008,እያለ,27
2008,ፍጥረት,27
2008,ሁሌ,26
2008,ሃያል,26
2008,ቃሉ,26
2009,ኢየሱስ,622
2009,እኔ,284
2009,ብዙ,151
2009,ሰው,124
2009,እግዚአብሄር,104
2009,አነሰ,100
2009,ውለታ,100
2009,ፍቅር,98
2009,ላመስግነው,90
2009,እኔስ,85
2009,እርሱ,82
2009,እኔማ,76
2009,አንተን,71
2009,ዛሬ,67
2009,ልቤ,65
2009,አምላክ,64
2009,ክብር,58
2009,ጠላቴ,58
2009,ነፍሴ,57
2009,አለ,57
2009,ቀን,54
2009,አለኝ,52
2009,አላየሁ,50
2009,አባት,48
2009,ልበል,46
2009,ምሥጋና,46
2009,ተዉኝ,46
2009,አይረሳ,46
2009,እጅግ,44
2009,ዓለም,43
2009,ገና,43
2009,ዘመን,42
2009,ሥም,41
2009,ሞት,39
2009,ሥራ,38
2009,ቤት,36
2009,እሆናለሁ,36
2009,ደስ,36
2009,ክፉ,35
2009,ልጅ,34
2009,ተነስ,34
2009,አንደኛዬ,34
2009,ውስጤ,34
2009,በላይ,33
2009,አንተማ,33
2009,ድል,33
2009,ጠላት,33
2009,ስላለኝ,32
2009,አምላኬ,32
2009,እናምናለን,32
2009,ህይወት,31
2009,ምህረት,31
2009,ተስፋ,31
2009,እኛ,31
2009,የለኝ,31
2009,ሁሉን,30
2009,ለኔ,30
2009,ሰላም,30
2009,ወዴት,30
2009,ሆነ,29
2009,መች,29
2009,ልዘምር,28
2009,አንደኛ,28
2009,ፊት,28
2009,መንገዴ,26
2009,አደራ,26
2009,ይበል,26
2009,ግራ,26
2009,መቼ,25
2009,በዛ,25
2009,ወንጌል,25
2009,ዘለዓለም,25
2009,ሲጠበቅ,24
2009,በዛብኝ,24
2009,አይጥልም,24
2009,ያለኸው,24
2009,ፍታ,24
2009,ህይወቴ,23
2009,ሌለ,23
2009,ማነ,23
2009,ዝማሬ,23
2009,ማምለጫ,22
2009,ተራ,22
2009,ታማኝነቱ,22
2009,አይችል,22
2009,ዝም,22
2009,ጊዜ,22
2009,ማንም,21
2009,ቀረ,21
2009,አዲስ,21
2009,ያኔ,21
2009,ይሄ,21
2009,ልናገር,20
2009,ሲታሰብ,20
2009,ቃል,20
2009,አትበሉኝ,20
2009,አትተወኝ,20
2009,አዎ,20
2009,እናያለን,20
2009,ጋራ,20
2010,ኢየሱስ,1112
2010,እኔ,463
2010,እግዚአብሄር,314
2010,አለ,204
2010,አለኝ,189
2010,ሰው,186
2010,እርሱ,186
2010,ክብር,169
2010,ዛሬ,154
2010,ገና,141
2010,ምድር,126
2010,አምላኬ,122
2010,ጋር,115
2010,ልቤ,114
2010,ሰላም,109
2010,ቃል,101
2010,ማነ,99
2010,አምላክ,98
2010,ፍቅር,93
2010,ሞት,92
2010,ጊዜ,88
2010,ምሥጋና,87
2010,ሰማይ,87
2010,አንተን,87
2010,እኔስ,87
2010,ብዙ,85
2010,እኛ,85
2010,ህይወት,80
2010,ነፍሴ,80
2010,ህይወቴ,79
2010,በላይ,78
2010,አንድ,77
2010,ዓለም,77
2010,ተስፋ,71
2010,ምንም,68
2010,ሁሉን,67
2010,ልጅ,67
2010,ቅዱስ,65
2010,ዝም,62
2010,ወይ,59
2010,ደሙ,59
2010,ጋራ,57
2010,ከቶ,56
2010,ሆነ,55
2010,ቀን,55
2010,የአንተ,55
2010,ቤት,54
2010,ትልቅ,54
2010,ዘለዓለም,54
2010,ደስታ,54
2010,ለአንተ,51
2010,የለ,51
2010,ያለው,49
2010,ሃሌሉያ,48
2010,ሌለ,47
2010,መንፈስ,47
2010,ድል,47
2010,ውኃ,46
2010,ይለኛል,46
2010,ደራሽ,46
2010,ደግሞ,46
2010,ወንጌል,45
2010,ሁሉም,44
2010,አደራ,44
2010,ልብ,42
2010,አዲስ,42
2010,ምህረት,41
2010,ይሄ,41
2010,ደስ,41
2010,ቀኑ,40
2010,ቀና,40
2010,አምልኮ,40
2010,አዋቂ,40
2010,ጌታን,40
2010,ሩቅ,39
2010,አባት,39
2010,ደህና,38
2010,ደረሰ,38
2010,ሁሌ,37
2010,ቀላል,37
2010,ዘምር,37
2010,መኖር,36
2010,ብለህ,36
2010,ዓይን,36
2010,ይዤ,36
2010,ጠላት,36
2010,ትዝ,35
2010,ኃይል,35
2010,ነበረ,35
2010,እሳት,35
2010,ደም,35
2010,ተመችቶኛል,34
2010,ስለዚ,33
2010,እውነት,33
2010,እጄ,33
2010,ይበልጣል,33
2010,ልኑር,32
2010,መልካም,32
2010,በረከት,32
2010,ቦታ,32
2011,ኢየሱስ,1288
2011,እኔ,704
2011,እግዚአብሄር,436
2011,አለ,381
2011,እርሱ,283
2011,ሰው,224
2011,አለኝ,213
2011,ገና,213
2011,ክብር,188
2011,ሰማይ,174
2011,በላይ,153
2011,አምላኬ,153
2011,ክበር,145
2011,ንገሥ,139
2011,ያለው,138
2011,ምድር,136
2011,ፍቅር,133
2011,አምላክ,132
2011,ብዙ,131
2011,ቅዱስ,117
2011,ቀን,116
2011,ይሄ,111
2011,ዘለዓለም,106
2011,ምሥጋና,104
2011,ህይወት,99
2011,ሆነ,97
2011,ዛሬ,96
2011,ልቤ,94
2011,ትልቅ,92
2011,ዓለም,90
2011,ፊት,89
2011,እኔስ,88
2011,እውነት,88
2011,ከላይ,86
2011,መንገድ,85
2011,ቃል,84
2011,አባት,82
2011,ህይወቴ,78
2011,አንተን,75
2011,ድል,74
2011,ተነስ,73
2011,ሙሉ,72
2011,ሚስጥር,70
2011,ስራ,70
2011,አንድ,69
2011,ነፍሴ,68
2011,ዝም,68
2011,እንዲ,67
2011,መልካም,66
2011,ተመስገን,64
2011,ተነሽ,64
2011,አዲስ,64
2011,እጅግ,63
2011,ሁሉን,62
2011,መንፈስ,62
2011,ታላቅ,61
2011,ምህረቱ,60
2011,ንጉሥ,59
2011,ሆኖ,58
2011,ቤት,58
2011,ደስታ,58
2011,ጋር,57
2011,ምንም,55
2011,ለአንተ,54
2011,ሞት,54
2011,ሥሙ,54
2011,እኛ,54
2011,ዙፋኑ,54
2011,ይሆናል,54
2011,ልጅ,52
2011,ማነ,52
2011,ቃሉ,52
2011,ወዳጅ,52
2011,ገናና,52
2011,ስሙ,51
2011,አምልኮ,51
2011,ነገ,50
2011,ደግሞ,50
2011,ጊዜ,50
2011,ምህረት,49
2011,ከቶ,49
2011,ሃሌሉያ,48
2011,ልብ,44
2011,ብርሃን,44
2011,እድለኛ,44
2011,ይታመናል,44
2011,ደም,44
2011,ጠላቴ,44
2011,ውስጥ,43
2011,ዙፋን,43
2011,ለም,42
2011,ልዩ,42
2011,መቼ,42
2011,ተነሳ,42
2011,እንደአንተ,42
2011,አሜን,41
2011,እዩልኛ,40
2011,ይህን,40
2011,ይታይ,40
2011,ድምጽ,40
2012,ኢየሱስ,1004
2012,እኔ,456
2012,እርሱ,260
2012,እግዚአብሄር,258
2012,ገና,200
2012,ሰው,193
2012,ፍቅር,179
2012,ክብር,141
2012,ቃል,135
2012,አምላክ,131
2012,አለ,128
2012,ብዙ,112
2012,ዛሬ,108
2012,ህይወቴ,104
2012,ልቤ,99
2012,ፊት,98
2012,ምሥጋና,87
2012,ነፍሴ,87
2012,ሁሉን,82
2012,አንተን,82
2012,ለአንተ,81
2012,ዘለዓለም,81
2012,ደስታ,81
2012,ምድር,79
2012,በላይ,79
2012,አምላኬ,76
2012,ህይወት,72
2012,ሆነ,71
2012,ጋር,69
2012,እኛ,66
2012,ድል,65
2012,ሰማይ,62
2012,ክበር,61
2012,ሥሙ,60
2012,ዓለም,60
2012,ዘመን,60
2012,ላመስግን,59
2012,ቅዱስ,59
2012,ተስፋ,59
2012,ታማኝ,58
2012,እጅግ,58
2012,ማነ,57
2012,አለኝ,57
2012,እውነት,56
2012,ሞት,55
2012,ከፍ,55
2012,ጋራ,54
2012,ሃሌሉያ,52
2012,ይመሥገን,52
2012,ይህን,51
2012,ይንገሥ,50
2012,መንገድ,49
2012,መጣ,48
2012,ምህረት,48
2012,መንፈስ,46
2012,ከሁሉ,46
2012,ይሄ,46
2012,ልጅ,45
2012,ታላቅ,45
2012,በራ,43
2012,እኮ,43
2012,የለ,43
2012,ደግሞ,43
2012,ሆኜ,42
2012,መኖር,42
2012,ልዑል,41
2012,አንድ,41
2012,ጌታን,41
2012,ጠላት,41
2012,ሥም,40
2012,ነዉ,40
2012,መቼ,39
2012,ቤቴ,39
2012,ክብሩ,39
2012,ሌለ,38
2012,ዕልልታ,38
2012,ጊዜ,38
2012,መላ,37
2012,እራሱ,37
2012,ወዳጅ,37
2012,ዘመኔ,37
2012,መስቀል,36
2012,ተመስገን,36
2012,ንገሥ,36
2012,ጨለማ,36
2012,አመልከዋለሁ,35
2012,እንዳንተ,35
2012,ክፉ,35
2012,ግርማ,35
2012,ሆኖ,34
2012,ብርሃን,34
2012,ነውና,34
2012,ወዳጄ,34
2012,ያለው,34
2012,ይመጣል,34
2012,ደስ,34
2012,ፍቅሩ,34
2012,መልካም,33
2012,ማንም,33
2012,ምንም,33
2013,ኢየሱስ,1273
2013,እኔ,477
2013,እርሱ,340
2013,እግዚአብሄር,339
2013,ምሥጋና,215
2013,ክብር,209
2013,አምላክ,173
2013,ሰው,171
2013,አለ,155
2013,አንተን,143
2013,ህይወቴ,133
2013,ማነ,131
2013,ዛሬ,129
2013,ምህረት,123
2013,ልቤ,118
2013,ከፍ,118
2013,ሆነ,114
2013,መላ,108
2013,ፍቅር,104
2013,አንድ,97
2013,ዓለም,96
2013,ነፍሴ,89
2013,ዘለዓለም,88
2013,አለኝ,85
2013,ፊት,81
2013,መቼ,80
2013,ሰላም,78
2013,ህይወት,77
2013,ገና,77
2013,ሠማይ,76
2013,ስራ,76
2013,ብዙ,76
2013,ወይ,75
2013,እኔስ,74
2013,እኛ,74
2013,ይኽው,74
2013,ድንቅ,74
2013,አምላኬ,73
2013,ቤት,72
2013,ሁሉም,70
2013,ያለው,69
2013,በላይ,66
2013,ውለታ,66
2013,ሃሌሉያ,64
2013,ጊዜ,64
2013,አልረሳ,62
2013,የአንተ,61
2013,ምድር,59
2013,መልካም,58
2013,ማረኝ,57
2013,ሞት,55
2013,አመልካለሁ,54
2013,ሰላሜ,52
2013,አለዉ,52
2013,ቀን,51
2013,ቃል,50
2013,ዕልልታ,50
2013,አባቴ,49
2013,ወዳጄ,48
2013,ጨለማ,48
2013,ምህረቱ,46
2013,ተስፋ,46
2013,አባት,46
2013,አዲስ,46
2013,ፀጋ,46
2013,ትልቅ,44
2013,ለአንተ,43
2013,ልብ,43
2013,ሞገስ,43
2013,ስም,43
2013,እስቲ,43
2013,እስኪ,43
2013,ገናና,43
2013,ስሙ,42
2013,ዝማሬ,42
2013,ይሁንለት,42
2013,ደም,42
2013,ደስታ,41
2013,ጌታን,41
2013,ሆኖ,40
2013,ስንት,40
2013,አለብኝ,40
2013,እጁ,40
2013,ይባረክ,40
2013,ገባ,40
2013,አምልኮ,39
2013,ዘመን,39
2013,ጠላቴ,39
2013,መንገድ,38
2013,ቤቴ,38
2013,ይችላል,38
2013,ደግሞ,38
2013,መች,37
2013,ከቶ,37
2013,ክብሬ,37
2013,ዙፋኑ,36
2013,ደሙ,36
2013,ዳግም,36
2013,ጀግና,35
2013,ሁሉን,34
2014,ኢየሱስ,1046
2014,እኔ,360
2014,ፍቅር,201
2014,እርሱ,191
2014,አለ,188
2014,እግዚአብሄር,156
2014,ክብር,153
2014,አንተን,134
2014,ህይወት,128
2014,ቃል,98
2014,ዛሬ,95
2014,ልቤ,91
2014,ሰው,87
2014,ያለው,85
2014,ህይወቴ,76
2014,ስም,76
2014,ብዙ,75
2014,አለኝ,75
2014,እኔስ,75
2014,ቅዱስ,70
2014,ወይ,65
2014,ሆነ,62
2014,ሁሉን,61
2014,ደስታ,60
2014,ምሥጋና,54
2014,ይሄ,54
2014,ነፍሴ,52
2014,በላይ,51
2014,መኖር,49
2014,ያን,48
2014,ጋር,48
2014,ምድር,47
2014,ፊት,47
2014,ሞት,46
2014,ደስ,46
2014,አምላኬ,45
2014,ከንቱ,45
2014,ሁሌ,44
2014,ለአንተ,44
2014,ምሥጋናዬ,44
2014,ይሆናል,44
2014,አባ,43
2014,አባቴ,42
2014,አመልክሃለሁ,40
2014,አምላክ,40
2014,ገና,40
2014,መንገድ,39
2014,ምህረት,39
2014,ትልቅ,38
2014,ዓለም,38
2014,መልካም,37
2014,ቀን,37
2014,አንድ,37
2014,እወድሃለሁ,37
2014,ጋራ,37
2014,ቤቴ,36
2014,ውስጥ,36
2014,እውነት,34
2014,ይህን,34
2014,ይሰራል,34
2014,ልብ,33
2014,አምንሃለሁ,33
2014,አዎ,33
2014,ጊዜ,33
2014,ላለ,32
2014,መንፈስ,32
2014,ሱስ,32
2014,ስራ,32
2014,ሁሉም,31
2014,ልጅ,31
2014,ምንድ,31
2014,ቀላል,31
2014,ተስፋ,31
2014,ደግሞ,31
2014,አስጨክነኝ,30
2014,ሰማይ,29
2014,እኮ,29
2014,እጅ,29
2014,መች,28
2014,አያለሁ,28
2014,ይመጣል,28
2014,ሂወቴ,27
2014,ታማኝ,27
2014,ውለታ,27
2014,ይበልጣል,27
2014,ይቻላል,27
2014,ሃገሬ,26
2014,ሌለ,26
2014,እሄዳለሁ,26
2014,እንካ,26
2014,ዘንድ,26
2014,ያሳየኛል,26
2014,ድል,26
2014,ሠማይ,25
2014,ሰላም,25
2014,ባንተ,25
2014,ከፍ,25
2014,ዕለት,25
2014,ያኖረኛል,25
2014,ይኸ,25
2015,ኢየሱስ,58
2015,ከበበኝ,57
2015,ወደላይ,48
2015,አለኝ,42
2015,እኔ,41
2015,በላይ,28
2015,መንፈሱ,21
2015,ክብሩ,20
2015,ገና,18
2015,ዝማሬ,17
2015,አምልኮ,16
2015,ምስጋና,15
2015,በቃ,15
2015,ብዙ,15
2015,እልልታ,15
2015,ልቤ,13
2015,ፍቅር,13
2015,ሰው,12
2015,አልተው,12
2015,እኔማ,12
2015,ወደፊት,12
2015,ጐኔ,12
2015,አለፈ,11
2015,ከዚ,11
2015,ሌለ,10
2015,አለ,10
2015,መልካም,9
2015,መዝሙር,9
2015,ቃል,9
2015,ላምልክ,8
2015,ልዩ,8
2015,አየሁት,8
2015,አገዘኝ,8
2015,እርሱ,8
2015,ደግሜ,8
2015,ሞተ,7
2015,አቻ,7
2015,አንተን,7
2015,አዲስ,7
2015,እኮ,7
2015,እጁ,7
2015,ህይወቴ,6
2015,ለካ,6
2015,መንፈስ,6
2015,ቀና,6
2015,ቃሉ,6
2015,ቅባቱ,6
2015,በራ,6
2015,ናፈቀኝ,6
2015,ንስር,6
2015,እሳቱ,6
2015,እንደዚህ,6
2015,ከፍ,6
2015,ዜማ,6
2015,የማልተካው,6
2015,የማልተወው,6
2015,ያው,6
2015,ሁሌ,5
2015,ሃሌሉያ,5
2015,ሆነ,5
2015,ሆኖ,5
2015,ሙሉ,5
2015,ቅኔ,5
2015,ቤቴ,5
2015,ችግር,5
2015,አዎ,5
2015,እስቲ,5
2015,ዛሬ,5
2015,ይለቅ,5
2015,ደህና,5
2015,ፊት,5
2015,ሁሉም,4
2015,ሚሰማ,4
2015,ሚታየው,4
2015,ማነ,4
2015,ምናለ,4
2015,ሰላም,4
2015,ሰጠኝ,4
2015,ሲለኝ,4
2015,ሳምን,4
2015,ሽታ,4
2015,በል,4
2015,በምን,4
2015,ነካኝ,4
2015,ነገረኝ,4
2015,ነጋ,4
2015,አባቴ,4
2015,አትረፈረፈኝ,4
2015,አዬ,4
2015,አጋፔ,4
2015,እስኪ,4
2015,እንዳመልክህ,4
2015,እያየ,4
2015,ካለ,4
2015,ክረምቱ,4
2015,ክብር,4
2015,ወደር,4
2015,ወዲያ,4
2015,ዓለም,4
2015,ዝም,4
2016,ኢየሱስ,253
2016,እኔ,60
2016,እግዚአብሄር,33
2016,ሰው,31
2016,ፍቅር,30
2016,ትልቅ,29
2016,አንተማ,29
2016,ፍቅሩ,29
2016,ትችላለህ,28
2016,ነዉ,28
2016,እርሱ,22
2016,ታይ,20
2016,አባቴ,19
2016,ስም,18
2016,ሁሉን,17
2016,ልቤ,17
2016,ቅዱስ,17
2016,ልጅ,16
2016,አንተን,16
